customer_id,tenure,age,num_products,has_partner,has_dependents,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C02164,58,25,2,0,0,One year,Fiber optic,0,0,0,Credit card,51.65,2907.54,0
C02165,54,68,3,1,0,One year,Fiber optic,0,0,1,Bank transfer,50.24,2649.46,0
C02166,12,71,1,1,1,Two year,Fiber optic,0,0,0,Bank transfer,58.31,759.68,1
C02167,14,38,2,1,0,Month-to-month,DSL,1,1,1,Bank transfer,46.87,691.04,0
C02168,34,73,1,0,1,One year,No,0,0,0,Credit card,33.0,1058.34,0
C02169,53,37,2,1,1,One year,DSL,0,0,0,Bank transfer,42.91,2274.18,0
C02170,20,25,2,0,0,Two year,Fiber optic,0,1,1,Electronic check,64.09,1270.15,1
C02171,16,63,3,1,0,Month-to-month,Fiber optic,1,1,1,Electronic check,49.68,808.57,1
C02172,70,48,1,0,0,Two year,DSL,0,0,1,Credit card,46.08,3269.64,0
C02173,56,67,1,1,1,One year,DSL,1,0,0,Bank transfer,39.46,2336.29,0
C02174,58,74,1,1,1,One year,DSL,0,1,1,Electronic check,37.35,2149.33,0
C02175,4,46,4,1,1,Month-to-month,Fiber optic,0,0,0,Mailed check,45.26,280.91,1
C02176,4,65,2,0,0,Month-to-month,DSL,0,0,0,Credit card,32.6,86.67,1
C02177,20,26,2,0,1,Month-to-month,No,0,1,1,Credit card,40.93,812.54,1
C02178,10,32,1,1,0,Month-to-month,DSL,0,1,1,Mailed check,53.08,506.47,0
C02179,24,47,3,0,0,Month-to-month,No,0,1,0,Credit card,31.48,733.82,1
C02180,26,43,3,0,0,Two year,No,0,0,0,Bank transfer,28.96,764.84,0
C02181,37,27,2,0,1,Month-to-month,Fiber optic,0,0,0,Mailed check,55.65,2097.5,0
C02182,54,46,1,1,1,Month-to-month,Fiber optic,0,0,1,Mailed check,58.35,3168.89,0
C02183,21,71,1,1,0,Month-to-month,DSL,0,0,1,Credit card,40.75,894.57,0
C02184,38,33,2,1,1,Month-to-month,No,0,0,1,Bank transfer,27.81,1091.54,1
C02185,46,53,2,0,1,Month-to-month,Fiber optic,0,0,1,Electronic check,42.9,1989.91,0
C02186,4,37,1,1,0,One year,No,0,0,1,Mailed check,24.01,90.41,1
C02187,60,62,2,0,0,Month-to-month,Fiber optic,0,1,1,Mailed check,63.14,3757.81,0
C02188,57,71,1,0,0,One year,No,1,1,1,Mailed check,34.06,1918.21,0
C02189,45,54,2,1,0,Month-to-month,Fiber optic,0,0,1,Electronic check,51.96,2406.32,1
C02190,20,39,2,1,0,Two year,No,1,0,0,Bank transfer,33.79,650.21,0
C02191,17,24,1,1,0,Two year,DSL,1,0,0,Electronic check,43.28,765.23,0
C02192,71,40,2,0,1,Month-to-month,Fiber optic,1,0,1,Credit card,47.24,3430.37,0
C02193,4,58,1,0,0,Two year,Fiber optic,0,0,0,Mailed check,48.89,222.05,1
C02194,14,57,1,1,0,Month-to-month,Fiber optic,1,1,0,Credit card,68.16,967.01,1
C02195,3,46,3,0,0,Month-to-month,Fiber optic,1,0,0,Bank transfer,54.94,252.07,1
C02196,58,33,1,1,0,Month-to-month,Fiber optic,1,0,1,Mailed check,57.83,3362.58,0
C02197,55,55,1,1,1,Month-to-month,DSL,0,0,1,Electronic check,32.65,1776.77,0
C02198,4,45,1,1,0,Two year,Fiber optic,1,0,0,Mailed check,54.44,300.79,1
C02199,24,65,1,1,0,Month-to-month,Fiber optic,1,0,1,Credit card,54.07,1279.17,0
C02200,34,55,1,1,1,Month-to-month,DSL,0,1,1,Electronic check,44.39,1513.25,0
C02201,30,48,1,1,0,Month-to-month,Fiber optic,1,1,1,Electronic check,62.15,1839.78,0
C02202,19,31,2,0,1,One year,DSL,0,1,1,Credit card,46.22,772.96,0
C02203,31,70,1,0,0,Two year,DSL,1,0,0,Credit card,40.08,1163.05,0
C02204,60,50,2,1,0,One year,Fiber optic,1,1,0,Mailed check,56.35,3327.86,0
C02205,60,74,1,1,1,Month-to-month,No,0,0,1,Bank transfer,30.0,1802.48,0
C02206,19,26,1,0,0,Month-to-month,Fiber optic,1,1,1,Mailed check,70.61,1349.93,1
C02207,49,74,1,0,0,Month-to-month,No,1,0,1,Mailed check,31.24,1548.49,0
C02208,63,44,3,1,0,Month-to-month,Fiber optic,0,1,1,Mailed check,52.68,3285.36,0
C02209,22,41,2,1,0,Month-to-month,Fiber optic,0,0,0,Mailed check,48.35,1026.49,1
C02210,24,30,2,0,1,Month-to-month,DSL,1,1,1,Bank transfer,51.66,1397.35,0
C02211,30,43,1,1,1,Two year,No,0,0,0,Electronic check,34.82,1010.69,0
C02212,58,46,3,0,0,Month-to-month,Fiber optic,0,0,0,Electronic check,51.94,3035.12,0
C02213,31,68,1,1,0,Two year,Fiber optic,1,0,1,Bank transfer,49.82,1599.41,0
C02214,64,66,1,0,1,Two year,DSL,1,0,1,Electronic check,48.15,3104.73,0
C02215,19,60,2,1,1,Two year,No,0,0,1,Bank transfer,37.59,701.69,0
C02216,48,45,1,1,0,Month-to-month,Fiber optic,0,0,1,Electronic check,50.22,2353.75,0
C02217,45,45,4,1,1,Two year,No,0,0,1,Electronic check,28.69,1232.99,0
C02218,55,25,1,0,0,One year,DSL,1,0,0,Mailed check,53.76,2935.44,0
C02219,55,40,4,1,0,One year,DSL,1,0,0,Electronic check,38.44,2107.25,0
C02220,18,46,2,0,1,Month-to-month,DSL,0,0,1,Mailed check,40.67,730.07,0
C02221,63,22,2,0,0,Month-to-month,Fiber optic,0,0,1,Electronic check,51.75,3224.18,1
C02222,47,59,1,0,0,Two year,No,0,0,0,Mailed check,31.47,1455.06,0
C02223,57,24,1,0,0,Month-to-month,Fiber optic,1,0,1,Electronic check,58.21,3387.3,0
C02224,45,59,3,1,0,Month-to-month,DSL,0,1,1,Electronic check,39.12,1709.06,0
C02225,33,53,1,1,0,Month-to-month,Fiber optic,1,1,1,Bank transfer,58.66,1901.55,1
C02226,17,58,2,1,1,Two year,Fiber optic,0,1,1,Bank transfer,53.09,837.29,0
C02227,70,44,4,0,0,Month-to-month,DSL,1,0,1,Electronic check,39.41,2901.71,0
C02228,4,63,1,1,0,Two year,No,0,1,1,Mailed check,27.77,18.0,0
C02229,20,19,2,0,0,Month-to-month,DSL,1,0,1,Electronic check,51.33,1009.01,0
C02230,47,42,2,0,0,Month-to-month,Fiber optic,1,0,1,Bank transfer,55.81,2714.08,0
C02231,15,26,1,0,0,Month-to-month,Fiber optic,1,1,0,Bank transfer,55.29,898.43,0
C02232,70,70,1,1,0,One year,DSL,1,1,1,Electronic check,45.31,3188.78,0
C02233,47,44,1,0,0,Month-to-month,Fiber optic,0,1,0,Credit card,54.82,2601.06,0
C02234,9,18,1,1,1,Month-to-month,Fiber optic,0,0,0,Credit card,54.55,436.89,1
C02235,16,40,2,1,0,Month-to-month,Fiber optic,0,0,0,Electronic check,45.59,653.1,1
C02236,69,27,1,1,1,Month-to-month,Fiber optic,0,0,0,Electronic check,52.79,3609.71,0
C02237,61,59,4,0,0,One year,DSL,0,0,0,Electronic check,47.23,2855.07,0
C02238,10,69,1,1,1,Month-to-month,No,1,1,1,Credit card,42.72,453.14,0
C02239,50,42,2,0,0,Month-to-month,Fiber optic,1,0,1,Mailed check,50.97,2543.85,0
C02240,3,71,2,0,1,Month-to-month,Fiber optic,0,0,0,Electronic check,49.45,231.76,1
C02241,70,20,1,0,0,Month-to-month,Fiber optic,1,0,1,Credit card,53.5,3758.09,0
C02242,51,23,1,0,1,Two year,DSL,0,0,1,Bank transfer,37.63,1837.93,0
C02243,19,23,2,1,0,Month-to-month,DSL,1,1,0,Bank transfer,49.89,876.07,0
C02244,42,70,3,1,1,Month-to-month,No,0,0,1,Credit card,27.41,1132.21,0
C02245,35,19,1,1,1,Month-to-month,No,0,0,1,Credit card,25.3,849.91,0
C02246,46,35,1,1,1,One year,Fiber optic,0,0,1,Electronic check,52.32,2405.82,0
C02247,26,40,1,0,0,One year,DSL,1,1,0,Bank transfer,54.71,1461.65,0
C02248,69,19,1,0,0,Month-to-month,Fiber optic,1,1,1,Bank transfer,65.16,4526.36,1
C02249,64,29,2,0,1,One year,Fiber optic,0,0,1,Electronic check,44.88,2817.58,0
C02250,37,39,3,0,0,One year,No,0,0,1,Electronic check,35.04,1355.98,0
C02251,49,54,1,1,0,Month-to-month,DSL,1,0,1,Mailed check,52.97,2578.34,0
C02252,21,37,4,1,0,Month-to-month,DSL,0,1,1,Credit card,39.75,837.17,0
C02253,64,56,1,0,0,Month-to-month,Fiber optic,0,0,0,Credit card,45.53,2868.83,0
C02254,5,41,2,0,0,One year,DSL,0,1,1,Bank transfer,38.71,214.17,1
C02255,70,65,1,0,0,Two year,No,1,0,1,Credit card,29.51,2083.26,0
C02256,4,37,1,0,0,Month-to-month,Fiber optic,0,1,1,Electronic check,62.15,322.37,1
C02257,39,18,1,1,0,One year,No,0,0,1,Mailed check,25.48,962.0,0
C02258,35,18,1,0,0,Month-to-month,DSL,0,0,0,Mailed check,43.58,1530.23,0
C02259,1,34,2,1,1,Two year,Fiber optic,1,0,1,Bank transfer,47.28,66.11,0
C02260,24,18,2,1,0,One year,Fiber optic,0,0,1,Credit card,43.19,1051.94,0
C02261,57,70,1,0,0,One year,DSL,1,0,0,Mailed check,41.01,2402.53,0
C02262,70,69,3,0,0,Month-to-month,Fiber optic,0,0,0,Mailed check,52.91,3664.58,0
C02263,41,62,1,1,1,Month-to-month,Fiber optic,0,0,1,Bank transfer,49.01,2033.35,0
C02264,54,47,2,1,0,One year,No,1,1,1,Bank transfer,39.66,2169.97,0
C02265,46,58,1,0,0,Month-to-month,DSL,0,0,1,Electronic check,36.06,1640.52,1
C02266,60,64,1,1,0,Month-to-month,No,1,1,1,Credit card,37.27,2248.17,0
C02267,60,20,1,0,0,Month-to-month,No,1,0,0,Electronic check,29.28,1766.38,0
C02268,57,63,2,0,0,Month-to-month,Fiber optic,1,1,1,Electronic check,63.43,3638.03,0
C02269,31,72,2,1,1,One year,Fiber optic,0,0,1,Mailed check,51.74,1588.03,0
C02270,24,28,1,1,0,Month-to-month,DSL,1,0,1,Bank transfer,43.49,1004.34,0
C02271,36,41,1,0,0,Month-to-month,Fiber optic,1,0,0,Credit card,53.33,1928.18,0
C02272,30,39,1,0,0,Month-to-month,Fiber optic,1,0,1,Credit card,56.36,1725.2,0
C02273,24,61,2,1,1,Two year,Fiber optic,1,0,0,Bank transfer,59.75,1385.69,0
C02274,30,62,2,1,0,Two year,Fiber optic,0,1,0,Mailed check,51.8,1597.24,0
C02275,7,43,1,1,0,Month-to-month,No,1,0,1,Bank transfer,38.38,277.57,0
C02276,35,30,1,1,0,One year,Fiber optic,0,1,0,Credit card,51.8,1806.19,0
C02277,55,18,2,0,0,Month-to-month,No,0,1,1,Electronic check,33.85,1858.88,0
C02278,14,41,1,0,1,Month-to-month,Fiber optic,1,0,1,Mailed check,54.02,699.08,1
C02279,10,27,1,0,0,One year,Fiber optic,1,1,1,Bank transfer,65.57,665.94,0
C02280,16,52,1,1,0,Month-to-month,Fiber optic,1,1,0,Electronic check,57.58,910.83,0
C02281,54,41,1,1,0,Month-to-month,Fiber optic,1,0,0,Mailed check,44.7,2427.02,0
C02282,70,45,2,0,0,One year,DSL,0,0,1,Mailed check,35.16,2453.8,0
C02283,44,53,2,1,0,Two year,DSL,0,0,1,Credit card,49.72,2161.97,0
C02284,45,33,1,1,1,Two year,Fiber optic,0,0,0,Credit card,41.73,1821.81,0
C02285,56,57,2,1,0,One year,No,0,0,1,Mailed check,20.6,1067.14,0
C02286,57,33,1,1,0,Month-to-month,Fiber optic,0,1,0,Credit card,59.04,3346.8,0
C02287,21,34,3,1,0,Month-to-month,DSL,1,0,1,Electronic check,48.45,892.71,0
C02288,68,68,2,1,1,Two year,DSL,0,0,1,Bank transfer,38.17,2524.01,0
C02289,50,71,2,0,0,Month-to-month,Fiber optic,0,1,0,Mailed check,57.64,2924.71,0
C02290,33,32,1,0,1,One year,Fiber optic,0,0,1,Bank transfer,47.8,1532.95,0
C02291,7,33,1,0,0,Month-to-month,No,1,1,1,Credit card,35.13,278.61,0
C02292,70,32,1,0,0,Month-to-month,Fiber optic,0,0,1,Electronic check,58.5,4122.83,0
C02293,15,74,2,1,0,Month-to-month,Fiber optic,0,0,0,Credit card,46.65,660.86,1
C02294,32,51,1,0,0,Two year,Fiber optic,0,0,0,Electronic check,43.26,1431.96,0
C02295,20,28,4,0,0,Month-to-month,Fiber optic,0,1,1,Bank transfer,46.57,998.74,0
C02296,15,18,4,0,0,One year,Fiber optic,1,0,1,Electronic check,61.55,849.8,0
C02297,48,32,2,0,0,Two year,DSL,0,1,0,Credit card,45.86,2245.74,0
C02298,71,43,4,1,0,Two year,DSL,0,0,0,Electronic check,44.2,3106.02,0
C02299,21,68,1,1,0,Month-to-month,Fiber optic,1,1,1,Mailed check,69.3,1377.39,0
C02300,42,21,1,0,0,Month-to-month,DSL,0,0,1,Credit card,37.46,1585.43,0
C02301,26,60,1,0,1,Two year,DSL,0,1,0,Credit card,55.6,1473.1,0
C02302,14,22,2,1,0,Month-to-month,DSL,1,0,0,Bank transfer,44.39,618.41,0
C02303,57,52,1,1,1,Month-to-month,No,1,0,1,Bank transfer,35.37,2106.53,0
C02304,37,30,4,0,0,Month-to-month,DSL,0,0,1,Mailed check,46.99,1775.89,0
C02305,58,27,1,1,0,Month-to-month,Fiber optic,1,0,0,Credit card,55.21,3199.0,0
C02306,21,28,1,1,1,Month-to-month,Fiber optic,0,0,1,Credit card,54.18,1146.19,0
C02307,69,35,3,0,0,One year,Fiber optic,1,1,1,Mailed check,57.59,4125.16,0
C02308,3,51,1,1,0,One year,Fiber optic,1,0,1,Bank transfer,57.0,194.7,0
C02309,37,56,1,0,0,Month-to-month,Fiber optic,0,0,0,Credit card,57.01,2179.27,0
C02310,49,58,2,0,0,Two year,Fiber optic,0,0,0,Credit card,53.0,2644.97,0
C02311,19,59,1,1,1,Month-to-month,DSL,0,0,0,Electronic check,37.94,663.44,0
C02312,12,67,1,1,1,Month-to-month,Fiber optic,1,1,0,Bank transfer,60.4,672.01,1
C02313,61,40,1,1,0,Two year,No,1,0,0,Credit card,32.97,2009.74,0
C02314,41,24,1,1,0,Month-to-month,No,1,0,0,Electronic check,34.61,1413.65,0
C02315,33,56,4,1,1,One year,Fiber optic,0,0,0,Credit card,57.54,1913.81,0
C02316,50,20,3,1,0,One year,No,1,0,1,Mailed check,35.66,1845.58,0
C02317,68,29,1,0,0,One year,No,0,0,1,Mailed check,34.29,2373.06,0
C02318,71,24,1,1,0,Month-to-month,Fiber optic,0,0,0,Electronic check,52.51,3654.5,0
C02319,33,66,1,0,0,Month-to-month,Fiber optic,1,1,1,Electronic check,66.5,2162.06,0
C02320,24,43,4,1,1,Month-to-month,Fiber optic,0,1,1,Mailed check,49.77,1276.54,1
C02321,61,50,1,1,0,Month-to-month,No,0,1,0,Bank transfer,36.04,2229.56,0
C02322,61,54,1,1,0,Month-to-month,Fiber optic,1,1,0,Mailed check,69.28,4147.78,0
C02323,28,65,2,1,0,Two year,No,0,0,1,Bank transfer,26.72,739.02,0
C02324,58,32,4,1,1,Month-to-month,DSL,1,0,0,Mailed check,55.94,3149.63,0
C02325,43,19,1,0,0,Two year,DSL,0,0,1,Credit card,35.77,1591.97,0
C02326,41,58,1,0,1,Month-to-month,DSL,0,1,1,Credit card,43.63,1815.55,0
C02327,39,24,1,0,1,One year,DSL,0,0,0,Bank transfer,44.04,1707.9,0
C02328,49,49,1,1,0,Two year,No,0,1,1,Credit card,35.76,1748.66,0
C02329,17,21,2,1,0,Two year,DSL,1,0,0,Credit card,34.9,620.91,0
C02330,70,37,2,1,0,Month-to-month,Fiber optic,0,0,0,Bank transfer,52.05,3705.76,0
C02331,70,67,2,0,1,Two year,DSL,0,0,1,Electronic check,40.68,2869.44,0
C02332,65,70,1,0,1,Month-to-month,DSL,0,0,1,Electronic check,37.29,2460.09,0
C02333,5,53,1,1,0,Month-to-month,DSL,1,1,0,Credit card,48.74,263.55,0
C02334,2,49,1,0,0,One year,No,0,1,0,Electronic check,24.69,118.3,1
C02335,22,45,1,1,0,Two year,Fiber optic,1,0,1,Electronic check,52.26,1240.49,1
C02336,57,30,2,1,1,Two year,Fiber optic,1,1,1,Electronic check,63.65,3595.1,0
C02337,66,18,1,0,0,Month-to-month,No,0,0,1,Mailed check,30.86,2027.17,0
C02338,16,73,1,0,0,One year,No,1,0,0,Bank transfer,40.06,643.7,0
C02339,51,52,1,0,0,Two year,Fiber optic,1,0,0,Bank transfer,64.29,3244.31,0
C02340,39,65,1,0,0,Month-to-month,DSL,0,0,1,Electronic check,35.88,1381.34,0
C02341,40,47,1,1,0,One year,DSL,1,1,0,Electronic check,45.55,1818.34,0
C02342,38,71,3,1,0,Month-to-month,DSL,1,0,0,Electronic check,49.75,1891.5,0
C02343,60,53,1,0,0,Month-to-month,DSL,1,1,1,Mailed check,49.22,2932.34,1
C02344,59,74,2,0,0,One year,Fiber optic,0,1,0,Bank transfer,54.09,3164.65,0
C02345,10,72,1,0,1,Month-to-month,DSL,1,0,0,Electronic check,58.52,588.03,0
C02346,64,42,1,0,0,Month-to-month,No,0,0,0,Electronic check,36.24,2279.04,0
C02347,63,33,3,1,0,Month-to-month,No,0,1,1,Credit card,35.8,2273.72,0
C02348,49,36,1,1,0,One year,DSL,1,1,1,Credit card,52.56,2513.64,0
C02349,64,18,2,1,0,Month-to-month,No,1,0,1,Electronic check,36.07,2307.49,0
C02350,32,22,1,1,0,Month-to-month,Fiber optic,0,0,1,Mailed check,43.43,1472.96,0
C02351,7,68,2,1,1,One year,DSL,0,1,1,Mailed check,46.77,315.16,1
C02352,21,39,2,1,0,Month-to-month,Fiber optic,1,0,1,Electronic check,54.3,1184.77,0
C02353,20,41,3,1,0,Two year,DSL,1,0,0,Credit card,41.73,778.26,0
C02354,26,60,3,0,0,Month-to-month,DSL,0,1,1,Electronic check,43.1,1099.72,0
C02355,68,62,2,1,0,Month-to-month,Fiber optic,0,0,0,Electronic check,43.75,3007.89,0
C02356,15,69,1,0,0,Month-to-month,Fiber optic,1,0,1,Electronic check,47.31,583.8,1
C02357,14,54,2,0,1,Month-to-month,DSL,0,0,1,Credit card,36.53,542.31,0
C02358,27,70,2,0,0,Two year,Fiber optic,0,0,0,Bank transfer,45.81,1232.94,0
C02359,40,53,1,1,0,Month-to-month,No,1,1,1,Bank transfer,49.61,1967.24,0
C02360,58,53,1,1,1,One year,Fiber optic,0,0,1,Bank transfer,57.02,3379.73,0
C02361,28,21,3,1,0,Month-to-month,Fiber optic,0,1,0,Electronic check,52.73,1403.33,1
C02362,26,53,1,1,0,One year,Fiber optic,1,0,0,Credit card,57.65,1518.42,0
C02363,63,69,1,0,0,Two year,Fiber optic,0,0,0,Electronic check,49.97,3189.73,0
C02364,66,70,3,1,0,Month-to-month,DSL,0,1,1,Electronic check,42.34,2758.21,0
C02365,25,35,1,0,0,One year,No,0,1,1,Credit card,30.3,655.01,0
C02366,3,67,1,1,1,Two year,No,0,0,1,Credit card,28.41,100.16,1
C02367,72,33,2,1,1,One year,DSL,0,0,0,Mailed check,37.59,2748.06,0
C02368,44,58,1,0,1,Month-to-month,Fiber optic,0,0,0,Bank transfer,49.22,2239.73,0
C02369,42,35,2,0,0,Month-to-month,Fiber optic,1,1,1,Credit card,70.27,2869.91,1
C02370,6,39,1,0,1,Month-to-month,DSL,1,1,1,Credit card,49.53,283.63,1
C02371,39,19,1,1,0,Two year,DSL,0,1,1,Credit card,38.78,1622.72,0
C02372,52,38,1,1,0,One year,DSL,0,1,0,Mailed check,43.99,2300.3,0
C02373,23,53,4,0,0,Two year,No,0,0,0,Credit card,35.82,838.84,0
C02374,50,61,1,1,0,Month-to-month,DSL,1,0,1,Electronic check,55.19,2788.71,0
C02375,43,56,1,0,1,Month-to-month,DSL,0,0,0,Mailed check,33.23,1430.45,1
C02376,19,64,1,1,0,Month-to-month,DSL,1,0,0,Electronic check,45.22,845.02,1
C02377,69,56,1,0,1,Month-to-month,Fiber optic,0,1,0,Electronic check,56.8,3909.22,0
C02378,51,46,1,0,0,Month-to-month,No,1,0,1,Bank transfer,40.03,2113.84,0
C02379,11,71,1,1,0,Month-to-month,Fiber optic,0,0,0,Electronic check,49.13,578.27,1
C02380,12,43,2,0,0,Two year,DSL,1,1,0,Electronic check,50.04,618.99,0
C02381,8,38,1,1,0,Month-to-month,Fiber optic,1,1,0,Electronic check,57.91,368.47,0
C02382,24,34,2,1,1,Month-to-month,Fiber optic,0,0,0,Credit card,43.48,1017.3,0
C02383,41,33,2,0,0,Two year,Fiber optic,1,0,1,Electronic check,59.72,2554.34,1
C02384,36,48,1,0,1,Two year,Fiber optic,1,0,1,Electronic check,50.25,1769.4,0
C02385,72,68,1,1,0,Month-to-month,DSL,1,0,1,Bank transfer,37.15,2678.65,0
C02386,55,26,2,1,0,Two year,DSL,1,0,0,Credit card,42.66,2341.39,0
C02387,9,48,2,0,0,Month-to-month,DSL,0,1,0,Bank transfer,36.61,257.12,0
C02388,47,31,1,0,1,Month-to-month,No,0,1,0,Credit card,32.98,1502.78,0
C02389,15,66,3,0,0,Two year,Fiber optic,0,1,0,Electronic check,52.7,710.94,0
C02390,48,54,1,1,0,One year,Fiber optic,1,0,1,Mailed check,54.54,2533.22,0
C02391,42,19,1,1,0,Two year,No,0,0,1,Credit card,27.61,1183.65,0
C02392,60,69,1,1,0,Two year,No,1,0,0,Bank transfer,35.28,2078.44,0
C02393,70,65,3,0,0,Month-to-month,DSL,0,1,0,Electronic check,54.38,3900.14,0
C02394,12,63,2,0,0,One year,DSL,0,0,0,Mailed check,27.52,370.92,0
C02395,2,31,2,1,0,Month-to-month,No,0,0,1,Credit card,37.64,73.1,1
C02396,7,50,1,1,0,Month-to-month,No,0,0,1,Credit card,22.81,199.09,1
C02397,3,52,1,0,0,Month-to-month,Fiber optic,0,1,1,Electronic check,57.26,61.46,0
C02398,3,56,1,1,0,Month-to-month,No,0,0,1,Electronic check,36.35,103.66,1
C02399,27,64,3,0,0,Two year,DSL,0,0,1,Credit card,39.04,1107.33,0
C02400,40,68,1,0,0,Two year,DSL,1,0,0,Electronic check,46.01,1774.23,0
C02401,33,37,1,0,0,One year,Fiber optic,0,0,1,Mailed check,53.68,1806.27,0
C02402,1,19,1,1,0,Month-to-month,No,0,0,1,Electronic check,35.23,48.03,0
C02403,8,68,3,1,0,One year,Fiber optic,1,1,1,Electronic check,54.14,354.55,0
C02404,32,58,1,0,0,One year,Fiber optic,0,0,0,Credit card,52.09,1745.91,0
C02405,48,36,1,0,0,Two year,DSL,0,1,0,Bank transfer,44.69,2202.54,0
C02406,4,54,1,1,0,Month-to-month,DSL,0,0,0,Mailed check,42.48,201.14,0
C02407,70,35,4,0,0,Month-to-month,No,0,0,0,Electronic check,32.45,2203.59,0
C02408,19,33,3,1,1,Two year,DSL,0,1,1,Credit card,44.7,806.46,0
C02409,32,21,2,1,0,Two year,Fiber optic,0,0,1,Mailed check,50.05,1595.67,0
C02410,9,29,1,1,0,Month-to-month,Fiber optic,0,0,1,Bank transfer,52.71,546.26,1
C02411,12,46,1,0,0,Month-to-month,Fiber optic,0,1,1,Electronic check,52.77,621.76,1
C02412,11,24,3,0,0,Two year,No,0,0,1,Mailed check,33.79,380.89,0
C02413,46,31,1,0,0,One year,Fiber optic,0,1,0,Mailed check,51.31,2323.8,0
C02414,16,72,1,0,1,One year,Fiber optic,0,1,0,Bank transfer,64.92,1126.4,1
C02415,1,29,1,1,0,Month-to-month,DSL,0,0,1,Credit card,42.45,18.0,0
C02416,63,52,3,0,1,Month-to-month,Fiber optic,1,0,0,Mailed check,56.27,3553.47,0
C02417,21,22,1,1,0,Month-to-month,Fiber optic,1,0,1,Electronic check,52.16,1160.67,0
C02418,30,34,2,0,1,One year,DSL,1,0,1,Electronic check,44.41,1304.38,0
C02419,13,59,3,0,1,Month-to-month,No,1,0,1,Electronic check,37.15,469.59,0
C02420,34,49,1,0,0,Month-to-month,Fiber optic,1,0,1,Credit card,61.2,2036.01,0
C02421,4,27,1,0,0,Month-to-month,DSL,0,0,0,Electronic check,34.27,67.16,0
C02422,28,60,4,0,0,Month-to-month,DSL,0,0,1,Electronic check,33.28,869.18,0
C02423,59,34,4,1,1,Month-to-month,DSL,0,0,1,Mailed check,37.69,2303.0,1
C02424,27,22,3,0,0,Month-to-month,Fiber optic,0,0,1,Electronic check,47.99,1216.03,0
C02425,69,62,2,0,0,Two year,No,0,1,1,Credit card,32.79,2225.5,0
C02426,25,59,1,0,0,Month-to-month,Fiber optic,1,0,0,Bank transfer,57.39,1367.27,1
C02427,3,26,3,0,0,Month-to-month,DSL,1,0,0,Electronic check,46.17,98.96,1
C02428,68,66,1,0,1,Month-to-month,DSL,0,1,1,Mailed check,43.85,2967.4,0
C02429,25,50,3,1,0,Two year,DSL,0,1,0,Bank transfer,51.81,1303.17,0
C02430,20,53,3,0,0,Month-to-month,Fiber optic,0,1,0,Credit card,66.5,1401.2,1
C02431,34,53,2,1,0,Month-to-month,DSL,1,0,1,Credit card,47.74,1669.73,0
C02432,26,35,3,0,0,Month-to-month,DSL,1,1,1,Electronic check,52.22,1393.22,0
C02433,5,26,2,1,1,One year,DSL,0,0,1,Electronic check,40.38,239.51,0
C02434,61,74,1,0,1,One year,Fiber optic,1,0,1,Bank transfer,49.42,2928.45,0
C02435,9,46,2,0,0,Month-to-month,Fiber optic,1,1,1,Mailed check,64.95,587.59,1
C02436,50,67,1,1,0,Month-to-month,No,0,0,1,Electronic check,28.83,1507.05,0
C02437,6,31,2,0,1,Month-to-month,Fiber optic,0,0,1,Credit card,49.71,393.64,1
C02438,60,42,1,1,0,One year,Fiber optic,1,1,0,Bank transfer,60.68,3701.89,0
C02439,44,32,1,0,0,One year,DSL,1,1,0,Bank transfer,43.99,1910.32,0
C02440,11,23,3,1,0,Month-to-month,DSL,0,0,0,Electronic check,46.58,548.35,1
C02441,66,73,4,1,0,One year,Fiber optic,0,1,1,Electronic check,59.2,3864.92,0
C02442,47,59,1,1,0,Month-to-month,DSL,0,0,0,Bank transfer,35.9,1756.98,0
C02443,3,46,2,0,1,One year,Fiber optic,1,0,1,Credit card,49.78,103.32,1
C02444,30,32,2,1,0,One year,DSL,0,1,1,Credit card,41.06,1180.55,0
C02445,21,46,4,0,0,Two year,DSL,0,1,1,Bank transfer,41.0,918.27,0
C02446,28,21,1,1,0,Month-to-month,DSL,0,0,1,Mailed check,34.38,963.3,0
C02447,62,35,2,1,1,Month-to-month,No,0,1,1,Bank transfer,36.57,2304.86,0
C02448,33,67,3,1,0,Month-to-month,DSL,0,0,0,Electronic check,41.52,1412.07,0
C02449,35,74,1,0,0,Month-to-month,DSL,0,1,0,Bank transfer,38.77,1298.53,0
C02450,52,66,3,0,0,Month-to-month,DSL,0,1,0,Credit card,55.21,2874.58,1
C02451,34,61,3,0,1,Month-to-month,Fiber optic,1,1,0,Bank transfer,54.99,1830.57,0
C02452,41,56,3,1,0,Month-to-month,Fiber optic,0,1,0,Electronic check,44.89,1742.25,0
C02453,51,33,1,0,0,Two year,DSL,0,0,0,Bank transfer,43.21,2198.73,0
C02454,47,28,1,0,0,One year,Fiber optic,1,0,0,Bank transfer,54.94,2547.94,0
C02455,58,31,3,1,0,Month-to-month,Fiber optic,0,1,1,Mailed check,53.06,3107.47,0
C02456,57,20,1,1,1,Month-to-month,Fiber optic,0,0,1,Credit card,50.68,2945.43,0
C02457,23,68,2,0,0,Month-to-month,Fiber optic,0,1,1,Electronic check,54.76,1222.81,1
C02458,48,67,1,0,0,Month-to-month,Fiber optic,1,0,1,Mailed check,58.49,2751.44,0
